judul,vektor
"algoritma fuzzy c-means dan metode davies bouldin index (dbi) untuk mengolompokkan 
kabupaten/kota di jawa timur berdasarkan sanitasi layak, air minum layak, dan rumah layak huni","[-0.282, -0.1196, 0.1124, -0.3831, -0.4243, 0.2667, -0.3751, 0.4434, 0.1162, 0.0591, -0.1397, 0.2987, 0.1016, 0.2867, -0.2291, 0.4679, -0.3774, 0.2001, 0.3117, -0.348, 0.3652, -0.2268, -0.5293, 0.607, 0.0863, -0.0446, 0.4705, 0.3958, 0.0622, -0.0094, -0.1528, 0.0242, 0.3069, -0.1129, 0.1201, 0.0541, -0.2185, -0.3535, -0.482, 0.1309, 0.2284, -0.0079, 0.3575, 0.11, 0.1996, -0.3739, -0.2607, 0.0075, -0.0206, 0.4799]"
pemanfaatan metode forward chaining untuk sistem pakar diagnosa hama dan penyakit pada tanaman jeruk,"[-0.2942, -0.1252, 0.1103, -0.3951, -0.4291, 0.2819, -0.3908, 0.4571, 0.1242, 0.0633, -0.1432, 0.3145, 0.1064, 0.2936, -0.235, 0.4808, -0.3856, 0.2045, 0.3174, -0.3521, 0.3739, -0.2365, -0.541, 0.6191, 0.0912, -0.0504, 0.485, 0.405, 0.063, -0.0049, -0.1556, 0.023, 0.3133, -0.1187, 0.1204, 0.0594, -0.2258, -0.3608, -0.4971, 0.136, 0.2374, -0.0021, 0.3687, 0.1144, 0.2071, -0.3844, -0.2688, 0.007, -0.0221, 0.5007]"
"pengklasifikasian kanker payudara dan kanker paru-paru dengan metode
gaussian naive bayes, multinomial naive bayes, dan bernoulli naive bayes","[-0.2831, -0.1258, 0.108, -0.3903, -0.4207, 0.2665, -0.3812, 0.4447, 0.1251, 0.066, -0.1415, 0.3107, 0.1099, 0.2938, -0.2354, 0.4746, -0.3787, 0.2049, 0.3072, -0.3536, 0.3657, -0.2367, -0.5331, 0.6127, 0.0828, -0.0484, 0.4838, 0.3999, 0.063, -0.0106, -0.1502, 0.0322, 0.3126, -0.1184, 0.11, 0.058, -0.2228, -0.3549, -0.4866, 0.1314, 0.2389, 0.0048, 0.3658, 0.1135, 0.2032, -0.3816, -0.2686, 0.01, -0.0257, 0.4885]"
penerapan teknik vote menggunakan c4.5 naive bayes dan k-nearest neighbor pada data gangguan autisme,"[-0.2831, -0.1261, 0.106, -0.3841, -0.4163, 0.2664, -0.3826, 0.4387, 0.1214, 0.0669, -0.1408, 0.3112, 0.1085, 0.2916, -0.2332, 0.47, -0.3739, 0.204, 0.3038, -0.3454, 0.367, -0.2348, -0.53, 0.6057, 0.0852, -0.0477, 0.4804, 0.3961, 0.0603, -0.0088, -0.1488, 0.0314, 0.3109, -0.1163, 0.1086, 0.0589, -0.2234, -0.3494, -0.4814, 0.1309, 0.2323, 0.006, 0.3626, 0.1146, 0.2025, -0.3779, -0.2679, 0.0079, -0.0277, 0.4872]"
aplikasi pencarian ruangan menggunakan augmented reality  di gedung cc universitas muhammadiyah jember,"[-0.287, -0.1236, 0.1088, -0.3864, -0.4209, 0.2704, -0.3813, 0.4457, 0.1198, 0.0632, -0.1394, 0.3081, 0.1041, 0.2923, -0.2328, 0.4714, -0.3771, 0.2014, 0.3113, -0.3492, 0.3666, -0.2325, -0.5324, 0.6067, 0.0875, -0.0485, 0.4758, 0.3982, 0.0611, -0.0092, -0.1527, 0.0248, 0.3088, -0.1164, 0.1132, 0.0561, -0.2212, -0.3526, -0.4834, 0.1305, 0.2334, -0.0017, 0.361, 0.1111, 0.2015, -0.3764, -0.2632, 0.0081, -0.0234, 0.489]"
"akurasi sentimen komentar youtube tentang pencegahan dan penanganan kekerasan
seksual pada permendikbud berbasis naive bayes dan support vector machine","[-0.2872, -0.1282, 0.1088, -0.3913, -0.4223, 0.2699, -0.3834, 0.4481, 0.1227, 0.0644, -0.1421, 0.3144, 0.1086, 0.2954, -0.2368, 0.4762, -0.3787, 0.2055, 0.3125, -0.3529, 0.3685, -0.2369, -0.5372, 0.6129, 0.0858, -0.0487, 0.485, 0.4013, 0.0623, -0.009, -0.152, 0.0289, 0.3136, -0.1201, 0.1108, 0.0578, -0.2237, -0.3577, -0.4892, 0.1337, 0.2377, 0.0049, 0.3682, 0.1159, 0.2031, -0.382, -0.2695, 0.0089, -0.0256, 0.4936]"
penerapan metode weighted product pada pemilihan kamera cctv jember security,"[-0.2956, -0.1272, 0.1132, -0.3958, -0.4318, 0.2795, -0.389, 0.4571, 0.1229, 0.0641, -0.1436, 0.3154, 0.106, 0.2945, -0.2364, 0.4833, -0.3871, 0.2065, 0.3198, -0.3552, 0.3751, -0.2378, -0.5447, 0.6199, 0.09, -0.049, 0.4868, 0.408, 0.0636, -0.0075, -0.1576, 0.0246, 0.3158, -0.1188, 0.118, 0.0558, -0.2255, -0.3638, -0.4951, 0.1353, 0.2412, -0.0049, 0.3706, 0.1117, 0.2062, -0.3859, -0.2676, 0.0083, -0.0211, 0.4994]"
sistem pakar diagnosis penyakit pada kucing berbasis website menggunakan metode forward chaining dan certainty factor,"[-0.2948, -0.1255, 0.1119, -0.3956, -0.431, 0.2792, -0.39, 0.4541, 0.1228, 0.0643, -0.1437, 0.3141, 0.1065, 0.2941, -0.2378, 0.4802, -0.3843, 0.2056, 0.3173, -0.3535, 0.3729, -0.2381, -0.5425, 0.6193, 0.0906, -0.0492, 0.4846, 0.4067, 0.0626, -0.007, -0.1556, 0.0229, 0.3162, -0.1183, 0.1191, 0.058, -0.2272, -0.3623, -0.4958, 0.1361, 0.2378, -0.0002, 0.3705, 0.1138, 0.2074, -0.3848, -0.2696, 0.0079, -0.0246, 0.4996]"
pengelompokan hasil evaluasi pembelajaran metode hafalan al quran tawazun menggunakan metode k-means,"[-0.2996, -0.1281, 0.1172, -0.4081, -0.4482, 0.284, -0.4011, 0.4693, 0.1254, 0.0646, -0.1495, 0.3206, 0.1114, 0.305, -0.2463, 0.4962, -0.4016, 0.2113, 0.3289, -0.3694, 0.3894, -0.2452, -0.5609, 0.6436, 0.0908, -0.0487, 0.5023, 0.4225, 0.0657, -0.0118, -0.1605, 0.0257, 0.3269, -0.1206, 0.1265, 0.0602, -0.2318, -0.3767, -0.51, 0.1385, 0.2441, -0.0051, 0.384, 0.1181, 0.2122, -0.3984, -0.2772, 0.0058, -0.0232, 0.5104]"
analisis engagement rate untuk optimalisasi pemasaran di instagram pada umkm online berbasis website,"[-0.2923, -0.1275, 0.1122, -0.3957, -0.4298, 0.2753, -0.387, 0.4544, 0.1208, 0.0636, -0.1444, 0.3145, 0.1076, 0.2964, -0.2379, 0.4798, -0.3846, 0.2051, 0.3162, -0.3559, 0.374, -0.2368, -0.5433, 0.62, 0.0879, -0.0466, 0.4882, 0.4068, 0.0615, -0.0088, -0.1558, 0.0259, 0.3163, -0.1195, 0.118, 0.0568, -0.2256, -0.3628, -0.4951, 0.1348, 0.24, -0.0006, 0.3701, 0.1141, 0.2058, -0.3863, -0.2713, 0.0079, -0.0246, 0.4962]"
analisis sentimen pada pelayanan jaringan internet indihome dengan metode multinomial naive bayes masa pandemi covid-19,"[-0.2855, -0.1274, 0.1087, -0.3875, -0.4207, 0.2674, -0.3795, 0.4432, 0.1211, 0.0647, -0.1402, 0.3109, 0.1075, 0.2928, -0.2357, 0.4724, -0.3759, 0.2031, 0.3096, -0.3494, 0.3651, -0.2342, -0.532, 0.6086, 0.0855, -0.0478, 0.4809, 0.3987, 0.0615, -0.0092, -0.151, 0.0285, 0.3119, -0.1192, 0.1111, 0.0576, -0.2215, -0.3547, -0.4844, 0.1322, 0.2362, 0.0051, 0.3655, 0.1135, 0.2018, -0.3788, -0.2667, 0.0077, -0.0255, 0.4881]"
diagnosis penyakit tanaman jagung dengan metode dempster shafer,"[-0.2926, -0.1251, 0.1097, -0.3941, -0.4287, 0.2775, -0.39, 0.4549, 0.1231, 0.0631, -0.1427, 0.3135, 0.1076, 0.2932, -0.2361, 0.4795, -0.3856, 0.2053, 0.3175, -0.3539, 0.3743, -0.235, -0.5408, 0.6187, 0.0904, -0.0492, 0.4852, 0.4041, 0.0633, -0.0065, -0.1565, 0.0234, 0.3135, -0.1175, 0.1205, 0.0595, -0.2242, -0.3601, -0.4956, 0.1343, 0.236, -0.0026, 0.3682, 0.115, 0.207, -0.3844, -0.2667, 0.0078, -0.0224, 0.4999]"
penerapan certainty factor dalam backward chaining untuk mendiagnosa penyakit ayam broiler berbasis android,"[-0.2962, -0.1266, 0.1145, -0.3995, -0.4374, 0.2856, -0.3964, 0.4644, 0.125, 0.0634, -0.1461, 0.3178, 0.1072, 0.2995, -0.2398, 0.4867, -0.3913, 0.2081, 0.3227, -0.358, 0.3789, -0.2405, -0.5491, 0.6296, 0.0932, -0.0508, 0.491, 0.4115, 0.064, -0.006, -0.1581, 0.0251, 0.3174, -0.1203, 0.1224, 0.0593, -0.2293, -0.3671, -0.504, 0.1361, 0.2416, -0.0029, 0.3748, 0.115, 0.2097, -0.3922, -0.2738, 0.0073, -0.0221, 0.5071]"
presensi guru menggunakan teknolog geofencing dan enkripsi caesar chipher berbasis android,"[-0.249, -0.1094, 0.0955, -0.3395, -0.3689, 0.2358, -0.3312, 0.3911, 0.1031, 0.0539, -0.1243, 0.2693, 0.0914, 0.2537, -0.2026, 0.4131, -0.3318, 0.1766, 0.2723, -0.3029, 0.3201, -0.2038, -0.4635, 0.5308, 0.0766, -0.0413, 0.4171, 0.3495, 0.0551, -0.0063, -0.1334, 0.0197, 0.2685, -0.1029, 0.1, 0.0492, -0.1929, -0.31, -0.4256, 0.1173, 0.206, -0.0022, 0.3166, 0.0962, 0.1749, -0.3288, -0.2317, 0.007, -0.0198, 0.4248]"
pengembangan sistem presensi siswa menggunakan qr code dengan kriptografi triple berbasis android,"[-0.3009, -0.1327, 0.1159, -0.4108, -0.4461, 0.2855, -0.3984, 0.4743, 0.1241, 0.0667, -0.1492, 0.3254, 0.1109, 0.3062, -0.2454, 0.4997, -0.402, 0.2137, 0.3296, -0.3661, 0.387, -0.2473, -0.5592, 0.6414, 0.0929, -0.0495, 0.5062, 0.422, 0.0658, -0.0087, -0.1622, 0.0239, 0.325, -0.1247, 0.1191, 0.0592, -0.2328, -0.3727, -0.5144, 0.1404, 0.2486, -0.0019, 0.3848, 0.1166, 0.2102, -0.3976, -0.2797, 0.0086, -0.0243, 0.5144]"
"implementasi arsitektur microservice pada aplikasi malldesa dengan menggunakan metode choreography
internal comunication","[-0.2929, -0.1282, 0.1149, -0.3956, -0.4304, 0.2785, -0.389, 0.461, 0.1211, 0.0629, -0.1458, 0.3157, 0.1081, 0.2976, -0.2371, 0.4837, -0.3853, 0.2086, 0.3157, -0.3526, 0.374, -0.2379, -0.5439, 0.6196, 0.0894, -0.0489, 0.4876, 0.4071, 0.066, -0.0104, -0.1557, 0.0257, 0.317, -0.1203, 0.1166, 0.0593, -0.2289, -0.3617, -0.4989, 0.1384, 0.2387, 0.0019, 0.3712, 0.1126, 0.2053, -0.3864, -0.2723, 0.0089, -0.0264, 0.5]"
penerapan deep learning pada klasifikasi buah berdasarkan kualitasnya untuk meningkatkan mutu produk,"[-0.2899, -0.1252, 0.1109, -0.3922, -0.4283, 0.2751, -0.3853, 0.4514, 0.121, 0.0644, -0.1431, 0.3122, 0.1074, 0.2919, -0.2344, 0.4785, -0.3824, 0.2059, 0.316, -0.3517, 0.3703, -0.2367, -0.538, 0.6158, 0.0881, -0.0482, 0.4844, 0.4025, 0.0644, -0.0095, -0.1563, 0.0236, 0.3117, -0.1198, 0.1174, 0.0605, -0.2243, -0.3585, -0.492, 0.1355, 0.2378, -0.0023, 0.3683, 0.1118, 0.2039, -0.3809, -0.2666, 0.0066, -0.022, 0.4945]"
analisis asosiasi kualitas nilai rapor siswa smpn 1 jelbukmenggunakanalgoritma apriori,"[-0.2932, -0.1258, 0.1124, -0.3961, -0.43, 0.2762, -0.3895, 0.4555, 0.1213, 0.0639, -0.1431, 0.3158, 0.1072, 0.2972, -0.2376, 0.4818, -0.3859, 0.2066, 0.3171, -0.3557, 0.3751, -0.2381, -0.5439, 0.6205, 0.0897, -0.0484, 0.4877, 0.4072, 0.0633, -0.0095, -0.1565, 0.0258, 0.3156, -0.1188, 0.1171, 0.0585, -0.2254, -0.3618, -0.4951, 0.1348, 0.239, -0.0016, 0.3716, 0.1133, 0.205, -0.3848, -0.2712, 0.0072, -0.0233, 0.4986]"
"analisis sentimen pasca pertandingan sepak bola indonesia melawan argentina pada
unggahan media sosial twitter menggunakan metode multinomial naïve bayes dan gaussian naive bayes","[-0.2833, -0.1294, 0.1043, -0.3899, -0.4177, 0.2616, -0.3829, 0.437, 0.1235, 0.0696, -0.1407, 0.3161, 0.1107, 0.2982, -0.2402, 0.4752, -0.3739, 0.2055, 0.3067, -0.3531, 0.3649, -0.2382, -0.5338, 0.6109, 0.0823, -0.0494, 0.4866, 0.4005, 0.0606, -0.0118, -0.1461, 0.0353, 0.3172, -0.1203, 0.1054, 0.06, -0.2234, -0.3544, -0.4839, 0.1317, 0.2396, 0.0112, 0.3687, 0.1161, 0.2041, -0.3808, -0.2712, 0.0067, -0.0302, 0.4902]"
lexicon-based approach pada analisis sentimen ulasan airbnb menggunakan metode vader sentiment,"[-0.2829, -0.1273, 0.1079, -0.3847, -0.4185, 0.2655, -0.3757, 0.4417, 0.1185, 0.0618, -0.1404, 0.3093, 0.1076, 0.2902, -0.2343, 0.467, -0.3741, 0.2011, 0.3098, -0.3475, 0.3618, -0.2326, -0.5273, 0.6041, 0.0838, -0.0447, 0.4781, 0.3948, 0.0608, -0.0091, -0.151, 0.0267, 0.3083, -0.1191, 0.112, 0.0561, -0.218, -0.3536, -0.4813, 0.1316, 0.2338, 0.0046, 0.3618, 0.1141, 0.2003, -0.3758, -0.2657, 0.0096, -0.0261, 0.4842]"
analisis sentimen komentar produk skintific menggunakan metode multinomial naive bayes,"[-0.2869, -0.1282, 0.109, -0.3898, -0.4229, 0.2683, -0.3804, 0.4458, 0.1207, 0.0648, -0.1425, 0.3132, 0.1087, 0.2947, -0.2374, 0.4739, -0.3783, 0.204, 0.311, -0.3521, 0.3669, -0.2362, -0.5356, 0.6126, 0.0843, -0.0469, 0.4844, 0.4012, 0.0613, -0.0097, -0.151, 0.0301, 0.3133, -0.12, 0.1117, 0.0574, -0.2227, -0.3579, -0.4871, 0.1342, 0.2378, 0.0058, 0.3669, 0.1153, 0.2028, -0.3813, -0.2694, 0.0077, -0.0266, 0.4914]"
"sistem pendukung keputusan pemilihan hotel terbaik di kabupaten jember menggunakan metode moora
berbasis android","[-0.2902, -0.1261, 0.1127, -0.3933, -0.43, 0.2768, -0.3868, 0.4537, 0.121, 0.0638, -0.1426, 0.3123, 0.1064, 0.2947, -0.2354, 0.4795, -0.383, 0.2053, 0.3164, -0.352, 0.3729, -0.2359, -0.5401, 0.617, 0.089, -0.0479, 0.484, 0.404, 0.0628, -0.0081, -0.1565, 0.0243, 0.3138, -0.1183, 0.1185, 0.0579, -0.2246, -0.3604, -0.4938, 0.1352, 0.2386, -0.0037, 0.3692, 0.1119, 0.2051, -0.3839, -0.2686, 0.0085, -0.0219, 0.4953]"
analisis sentimen kenaikan harga beras menggunakan metode multinomial naive bayes,"[-0.2936, -0.1309, 0.1124, -0.4016, -0.4345, 0.2773, -0.3911, 0.46, 0.1256, 0.0654, -0.146, 0.3202, 0.1116, 0.302, -0.2432, 0.4871, -0.3923, 0.2092, 0.3199, -0.3637, 0.3776, -0.2411, -0.5498, 0.6287, 0.0873, -0.0493, 0.4971, 0.4121, 0.0637, -0.0091, -0.1573, 0.029, 0.3222, -0.1235, 0.1179, 0.0586, -0.2297, -0.3683, -0.5017, 0.1375, 0.2439, 0.0016, 0.3767, 0.1178, 0.2087, -0.3915, -0.274, 0.0082, -0.0254, 0.5071]"
"analisis dan evaluasi protokol keamanan jaringan nirkabel wi-fi protected access versi 3 menggunakan 
metode penetration testing","[-0.2973, -0.1271, 0.1119, -0.3973, -0.4301, 0.2787, -0.391, 0.4544, 0.1231, 0.0656, -0.1447, 0.3182, 0.1074, 0.2989, -0.2398, 0.4854, -0.3855, 0.2098, 0.3184, -0.356, 0.3754, -0.2396, -0.5457, 0.6227, 0.091, -0.0494, 0.4893, 0.4093, 0.0626, -0.0092, -0.1565, 0.023, 0.3201, -0.1213, 0.1179, 0.059, -0.2279, -0.3634, -0.4969, 0.1358, 0.2412, 0.0001, 0.3733, 0.1121, 0.2073, -0.3866, -0.2709, 0.0069, -0.0239, 0.4997]"
sistem pakar diagnosa penyakit kulit pada kucing menggunakan metode certainty factor berbasis android,"[-0.2923, -0.1235, 0.1111, -0.3915, -0.428, 0.2776, -0.3877, 0.4516, 0.1215, 0.0635, -0.1428, 0.3118, 0.106, 0.2917, -0.235, 0.4774, -0.3821, 0.2031, 0.3148, -0.3501, 0.371, -0.2359, -0.5393, 0.6159, 0.0897, -0.0488, 0.4809, 0.4033, 0.0624, -0.0064, -0.1545, 0.0234, 0.3128, -0.1178, 0.1175, 0.0585, -0.2251, -0.3596, -0.4927, 0.1355, 0.2357, -0.0013, 0.3672, 0.1134, 0.2055, -0.3818, -0.2673, 0.0074, -0.0226, 0.4969]"
penerapan algoritma support vector machine (svm) untuk klasifikasi sentimen vaksin booster pada social media twitter,"[-0.2971, -0.1293, 0.1131, -0.4003, -0.4368, 0.2757, -0.3917, 0.4595, 0.1232, 0.0663, -0.1467, 0.3199, 0.1105, 0.3015, -0.2426, 0.4885, -0.391, 0.2115, 0.3224, -0.3632, 0.379, -0.2413, -0.5526, 0.6303, 0.0874, -0.047, 0.4948, 0.4128, 0.0647, -0.0094, -0.1577, 0.0272, 0.323, -0.1222, 0.1186, 0.0565, -0.2276, -0.3694, -0.5012, 0.1382, 0.2426, 0.0035, 0.377, 0.1193, 0.2085, -0.3912, -0.2769, 0.0078, -0.0254, 0.5049]"
klasifikasi penentuan penerima program indonesia pintar menggunakan algoritma c4.5 pada siswa smk negeri 6 jember,"[-0.2903, -0.1296, 0.1075, -0.3958, -0.4302, 0.2718, -0.3889, 0.4514, 0.1218, 0.0683, -0.1434, 0.3202, 0.1098, 0.3013, -0.2412, 0.4834, -0.3845, 0.2079, 0.3169, -0.3576, 0.3737, -0.2413, -0.5442, 0.6232, 0.0871, -0.0475, 0.4939, 0.4055, 0.0618, -0.011, -0.1529, 0.0311, 0.3183, -0.1196, 0.1116, 0.0599, -0.2265, -0.3599, -0.4949, 0.1339, 0.2405, 0.0064, 0.3724, 0.1151, 0.2055, -0.3867, -0.2752, 0.0065, -0.0282, 0.5008]"
klasifikasi tingkat sosial ekonomi calon pengantin pria menggunakan algoritma naive bayes classifier,"[-0.2874, -0.1279, 0.1107, -0.3947, -0.4283, 0.2706, -0.3873, 0.45, 0.1227, 0.0655, -0.143, 0.3158, 0.1086, 0.2974, -0.2386, 0.4809, -0.3831, 0.2065, 0.3149, -0.3557, 0.3726, -0.2382, -0.5419, 0.6194, 0.0865, -0.0494, 0.4897, 0.4049, 0.0631, -0.01, -0.1523, 0.0313, 0.3165, -0.1197, 0.113, 0.0591, -0.2253, -0.3598, -0.4924, 0.1341, 0.239, 0.0018, 0.3709, 0.1145, 0.2056, -0.3849, -0.2722, 0.0068, -0.0252, 0.4964]"
penerapan algoritma k-nearest neighbor untuk klasifikasi sentimen pengguna twitter terhadap aplikasi chatgpt,"[-0.2903, -0.1295, 0.1093, -0.3955, -0.4295, 0.2721, -0.388, 0.4512, 0.1226, 0.0667, -0.1444, 0.3185, 0.11, 0.2998, -0.2418, 0.4817, -0.3834, 0.2086, 0.3164, -0.3572, 0.3728, -0.2394, -0.5431, 0.6221, 0.0868, -0.048, 0.4917, 0.4062, 0.0628, -0.0104, -0.1522, 0.0305, 0.3174, -0.1209, 0.1127, 0.0596, -0.2255, -0.3603, -0.4951, 0.1348, 0.2401, 0.0055, 0.3712, 0.1163, 0.206, -0.3865, -0.2738, 0.0064, -0.0285, 0.4993]"
analisis implementasi seo (search engine optimization) dalam kebutuhan promosi online pada website masteriwak.id ,"[-0.2882, -0.1258, 0.1104, -0.3909, -0.4247, 0.2718, -0.3794, 0.4469, 0.118, 0.0612, -0.1419, 0.3088, 0.1037, 0.2911, -0.2341, 0.4733, -0.3823, 0.2031, 0.3138, -0.3494, 0.3665, -0.2336, -0.5336, 0.6097, 0.0858, -0.0464, 0.4767, 0.3994, 0.0623, -0.0086, -0.1549, 0.0257, 0.31, -0.1162, 0.1167, 0.0547, -0.2189, -0.3568, -0.4881, 0.1353, 0.2335, -0.0035, 0.361, 0.1104, 0.2007, -0.3778, -0.2659, 0.0075, -0.0259, 0.4891]"
"implementasi augmented reality dalam aplikasi media interaktif edukasi untuk anak taman kanak-kanak
dengan tujuan peningkatan pemahaman kognitif","[-0.2926, -0.1255, 0.1128, -0.3963, -0.4305, 0.2813, -0.3901, 0.46, 0.1235, 0.0606, -0.1432, 0.3174, 0.1091, 0.2991, -0.2378, 0.4807, -0.3877, 0.2069, 0.3191, -0.3565, 0.3766, -0.2366, -0.5463, 0.6217, 0.0902, -0.0488, 0.4899, 0.41, 0.0636, -0.0078, -0.1577, 0.0245, 0.3145, -0.1189, 0.1167, 0.0581, -0.2276, -0.3646, -0.4995, 0.1358, 0.2402, 0.0009, 0.3699, 0.1155, 0.2074, -0.3873, -0.2692, 0.0092, -0.022, 0.5012]"
"penerapan metode holt-winter exponential smoothing pada sistem peramalan hasil panen jamur tiram
di cv pondok jamur pak haji","[-0.2938, -0.1272, 0.1105, -0.3924, -0.4283, 0.2758, -0.3841, 0.4509, 0.1221, 0.067, -0.145, 0.3121, 0.1052, 0.293, -0.2358, 0.4802, -0.3847, 0.2053, 0.317, -0.3534, 0.3723, -0.2361, -0.5378, 0.6169, 0.0899, -0.0476, 0.4866, 0.4048, 0.0593, -0.0069, -0.1547, 0.0211, 0.3144, -0.1202, 0.1198, 0.0554, -0.2228, -0.3611, -0.4922, 0.1339, 0.2386, -0.0026, 0.37, 0.11, 0.2047, -0.385, -0.2659, 0.0062, -0.0229, 0.4938]"
perbandingan kinerja pemblokiran situs porno menggunakan layer 7 protocol dan squid proxy,"[-0.3015, -0.1279, 0.1162, -0.4042, -0.4421, 0.2819, -0.3973, 0.4671, 0.1229, 0.0664, -0.1501, 0.3233, 0.1109, 0.3008, -0.2454, 0.4956, -0.3943, 0.2123, 0.3259, -0.3634, 0.3814, -0.2454, -0.5577, 0.6388, 0.0924, -0.0489, 0.5001, 0.4177, 0.0652, -0.0088, -0.1588, 0.0248, 0.3253, -0.1247, 0.1209, 0.0579, -0.2309, -0.3711, -0.5087, 0.1421, 0.2464, -0.0005, 0.3792, 0.117, 0.2092, -0.3945, -0.2796, 0.0081, -0.0227, 0.509]"
"analisis metode moving average dan exponential smoothing untuk meramalkan jumlah pasien di rumah
sakit islam orpeha tulungagung","[-0.2941, -0.1257, 0.1095, -0.3914, -0.4246, 0.2757, -0.3849, 0.4444, 0.1226, 0.0679, -0.1428, 0.3095, 0.1033, 0.2909, -0.233, 0.4764, -0.3818, 0.203, 0.3133, -0.3503, 0.3693, -0.2355, -0.5351, 0.6102, 0.09, -0.0474, 0.4803, 0.4029, 0.0587, -0.0079, -0.1529, 0.0195, 0.3145, -0.1193, 0.1179, 0.0567, -0.2225, -0.3579, -0.4897, 0.1339, 0.2385, -0.0048, 0.3685, 0.1081, 0.2039, -0.3823, -0.2633, 0.007, -0.0225, 0.4906]"
"sentimen analisis opini publik terhadap calon pns yang mundur setelah lolos dengan teknik berbasis
multinomial naive bayes","[-0.2843, -0.1306, 0.1082, -0.3907, -0.4209, 0.2643, -0.3805, 0.4426, 0.1214, 0.0658, -0.1419, 0.3153, 0.1093, 0.2946, -0.2388, 0.475, -0.3773, 0.2035, 0.31, -0.352, 0.366, -0.2376, -0.5339, 0.6125, 0.0832, -0.0485, 0.4864, 0.3996, 0.0614, -0.0101, -0.1489, 0.0335, 0.3133, -0.1191, 0.1073, 0.0567, -0.2226, -0.3554, -0.4851, 0.1331, 0.2375, 0.0094, 0.3688, 0.1147, 0.2011, -0.3798, -0.271, 0.0083, -0.0277, 0.49]"
implementasi kubernetes untuk meningkatkan skalabilitas aplikasi malldesa dengan menggunakan horizontal pod autoscaling,"[-0.2934, -0.1283, 0.1154, -0.396, -0.4315, 0.2759, -0.3885, 0.4567, 0.1227, 0.0647, -0.1441, 0.3162, 0.1064, 0.2982, -0.2359, 0.4831, -0.3845, 0.2068, 0.3155, -0.3543, 0.376, -0.2395, -0.5438, 0.6201, 0.0916, -0.0489, 0.4889, 0.4075, 0.0635, -0.0093, -0.1557, 0.0242, 0.3186, -0.1219, 0.1179, 0.0589, -0.2275, -0.3625, -0.4988, 0.1355, 0.2381, 0.0015, 0.3705, 0.1137, 0.206, -0.3868, -0.271, 0.0088, -0.0254, 0.5016]"
sistem pakar diagnosa gizi buruk terhadap balita berbasis web menggunakan metode forward chaining,"[-0.2911, -0.1242, 0.111, -0.3932, -0.4292, 0.2775, -0.3881, 0.4533, 0.1226, 0.063, -0.1427, 0.3126, 0.107, 0.2943, -0.2365, 0.4779, -0.3853, 0.2035, 0.3165, -0.3522, 0.3718, -0.2367, -0.5401, 0.6181, 0.0904, -0.05, 0.4848, 0.405, 0.0621, -0.0065, -0.155, 0.0245, 0.3133, -0.1187, 0.1184, 0.0598, -0.2241, -0.3604, -0.4973, 0.1346, 0.2377, -0.0011, 0.3671, 0.1131, 0.2062, -0.3849, -0.2684, 0.0079, -0.022, 0.4991]"
"implementasi complete gini index text pada metode multinomial naive bayes untuk analisis sentimen
ulasan video game my lovely daughter","[-0.285, -0.1279, 0.11, -0.3894, -0.4222, 0.2683, -0.3809, 0.445, 0.1211, 0.064, -0.1419, 0.3113, 0.1071, 0.293, -0.2367, 0.4737, -0.3783, 0.2025, 0.3111, -0.3519, 0.3668, -0.2346, -0.5333, 0.6114, 0.0847, -0.0475, 0.4821, 0.3991, 0.0631, -0.0095, -0.1507, 0.0299, 0.3126, -0.1188, 0.1109, 0.0568, -0.2226, -0.3565, -0.4855, 0.1331, 0.2366, 0.0046, 0.3667, 0.1131, 0.2007, -0.3788, -0.2669, 0.0085, -0.0256, 0.4879]"
penerapan support vector machine (svm) untuk klasifikasi sentimen e-tilang pada twitter,"[-0.2899, -0.127, 0.1117, -0.3924, -0.4259, 0.2708, -0.3842, 0.4508, 0.1209, 0.0644, -0.1419, 0.3133, 0.1072, 0.2942, -0.2365, 0.4778, -0.3813, 0.2061, 0.3149, -0.3529, 0.3697, -0.2363, -0.5398, 0.6147, 0.0871, -0.0484, 0.4831, 0.4029, 0.0639, -0.0082, -0.154, 0.0262, 0.3136, -0.1189, 0.1139, 0.0559, -0.2231, -0.3586, -0.4902, 0.1345, 0.2371, 0.0021, 0.3676, 0.1155, 0.2038, -0.3826, -0.2691, 0.0074, -0.0242, 0.4947]"
sistem pendukung keputusan pemilihan delegasi bidan berprestasi menggunakan metode electre ,"[-0.2967, -0.1284, 0.1155, -0.4001, -0.4376, 0.2806, -0.3925, 0.4629, 0.1237, 0.0647, -0.1447, 0.3191, 0.1081, 0.3005, -0.2398, 0.4895, -0.3892, 0.2098, 0.3227, -0.3591, 0.3799, -0.2403, -0.5514, 0.6278, 0.0895, -0.0505, 0.493, 0.4106, 0.0656, -0.0087, -0.1578, 0.0251, 0.3192, -0.1194, 0.1204, 0.0589, -0.2285, -0.367, -0.5024, 0.137, 0.2418, -0.004, 0.3758, 0.1147, 0.2079, -0.3898, -0.2747, 0.0079, -0.022, 0.5049]"
