judul,vektor
"algoritma fuzzy c-means dan metode davies bouldin index (dbi) untuk mengolompokkan 
kabupaten/kota di jawa timur berdasarkan sanitasi layak, air minum layak, dan rumah layak huni","[0.7035, -0.0444, -0.0828, 0.0032, 0.0251, -0.4472, 0.7298, 0.3173, 0.2024, 0.5057, -0.1601, 0.2373, -0.2104, 0.3849, 0.2375, 0.0252, 0.3654, -0.1849, -0.2417, -0.0349, -0.2712, 0.0515, 0.0533, -0.1346, 0.4655, -0.4098, 0.1799, 0.2161, -0.651, -0.5472, 0.1698, 0.1307, 0.3875, 0.5155, -0.2735, -0.3059, -0.176, 0.2434, -0.3609, 0.0365, -0.158, 0.0282, 0.0795, -0.28, 0.4043, 0.4652, 0.0814, -0.302, 0.0904, 0.3092]"
pemanfaatan metode forward chaining untuk sistem pakar diagnosa hama dan penyakit pada tanaman jeruk,"[0.588, -0.1334, 0.0033, 0.0749, -0.0755, -0.3538, 0.776, 0.3594, 0.1524, 0.645, -0.2129, 0.198, -0.2318, 0.3794, 0.2831, -0.1814, 0.3222, -0.0641, -0.3717, -0.0513, -0.4372, -0.0046, 0.1091, -0.2855, 0.3703, -0.2124, 0.1177, 0.3216, -0.487, -0.677, 0.2115, 0.1142, 0.3308, 0.4667, -0.1664, -0.4257, -0.0472, 0.0412, -0.1296, -0.1196, 0.0061, -0.0703, 0.2205, -0.4435, 0.4475, 0.5383, 0.1189, -0.1404, 0.1065, 0.3739]"
"pengklasifikasian kanker payudara dan kanker paru-paru dengan metode
gaussian naive bayes, multinomial naive bayes, dan bernoulli naive bayes","[0.7834, -0.0976, -0.0015, 0.1434, 0.2069, -0.3283, 0.8593, 0.1802, 0.1097, 0.3875, -0.1151, 0.2874, -0.338, 0.4185, 0.6216, 0.0224, 0.3186, -0.1429, -0.2606, -0.0836, -0.0761, 0.1244, 0.1516, -0.2858, 0.3214, -0.4418, 0.3297, 0.4184, -0.6626, -0.5158, 0.3681, 0.2187, 0.3044, 0.6007, -0.1815, -0.1509, -0.2064, 0.0587, -0.1549, -0.1212, -0.0369, -0.2745, 0.2381, -0.5553, 0.5845, 0.4904, 0.0221, -0.4156, 0.2922, 0.4116]"
penerapan teknik vote menggunakan c4.5 naive bayes dan k-nearest neighbor pada data gangguan autisme,"[0.6801, -0.0822, -0.0024, 0.0671, 0.1545, -0.3145, 0.7687, 0.1541, 0.1272, 0.3875, -0.1293, 0.2649, -0.3345, 0.4809, 0.5308, 0.0368, 0.3529, -0.0546, -0.2536, -0.0524, -0.0807, 0.1378, 0.1237, -0.2898, 0.3876, -0.4455, 0.2615, 0.3642, -0.6389, -0.4308, 0.2506, 0.1955, 0.2332, 0.5429, -0.1879, -0.1868, -0.1057, 0.063, -0.1649, 0.0258, -0.0044, -0.196, 0.1861, -0.532, 0.5148, 0.4153, 0.1062, -0.2289, 0.1995, 0.3733]"
aplikasi pencarian ruangan menggunakan augmented reality  di gedung cc universitas muhammadiyah jember,"[0.626, -0.0892, -0.0317, 0.0586, 0.0197, -0.3436, 0.749, 0.2635, 0.1828, 0.513, -0.1616, 0.1919, -0.2429, 0.3761, 0.3318, -0.048, 0.3238, -0.1157, -0.2433, -0.0442, -0.2639, 0.0239, 0.086, -0.1997, 0.3963, -0.333, 0.1488, 0.2775, -0.5961, -0.5271, 0.2032, 0.1644, 0.3036, 0.49, -0.1801, -0.327, -0.0777, 0.119, -0.212, -0.0267, -0.0722, -0.039, 0.1628, -0.3947, 0.398, 0.4282, 0.106, -0.2137, 0.1356, 0.3138]"
"akurasi sentimen komentar youtube tentang pencegahan dan penanganan kekerasan
seksual pada permendikbud berbasis naive bayes dan support vector machine","[0.7403, -0.1261, -0.0185, 0.1067, 0.1118, -0.3, 0.8611, 0.1963, 0.1473, 0.4478, -0.1436, 0.2073, -0.3133, 0.4121, 0.527, -0.0449, 0.3253, -0.0945, -0.2524, -0.0747, -0.1563, 0.0553, 0.1604, -0.2973, 0.3645, -0.3972, 0.259, 0.3747, -0.6621, -0.5028, 0.2892, 0.2283, 0.2797, 0.5507, -0.1794, -0.2526, -0.1186, 0.0406, -0.1273, -0.0971, -0.0175, -0.1865, 0.2356, -0.5323, 0.498, 0.4696, 0.1042, -0.3306, 0.2605, 0.3796]"
penerapan metode weighted product pada pemilihan kamera cctv jember security,"[0.6231, -0.1059, -0.0186, 0.0749, -0.0239, -0.3441, 0.78, 0.3027, 0.1989, 0.5577, -0.1768, 0.1753, -0.2191, 0.3608, 0.3022, -0.0767, 0.3202, -0.1304, -0.2408, -0.0431, -0.3178, 0.0088, 0.0766, -0.194, 0.3981, -0.2922, 0.1277, 0.2749, -0.5845, -0.5872, 0.1994, 0.1595, 0.3571, 0.4956, -0.166, -0.375, -0.048, 0.1327, -0.2026, -0.0601, -0.0781, -0.0065, 0.1562, -0.3839, 0.402, 0.447, 0.0888, -0.2193, 0.142, 0.298]"
sistem pakar diagnosis penyakit pada kucing berbasis website menggunakan metode forward chaining dan certainty factor,"[0.6335, -0.1064, -0.0135, 0.1107, -0.0055, -0.3603, 0.7858, 0.296, 0.1513, 0.6075, -0.171, 0.214, -0.2551, 0.4039, 0.3468, -0.1165, 0.3454, -0.0752, -0.3026, -0.0844, -0.3556, 0.0284, 0.0765, -0.2522, 0.3811, -0.2895, 0.1418, 0.3157, -0.5563, -0.6076, 0.231, 0.1465, 0.297, 0.4995, -0.154, -0.3692, -0.0454, 0.0955, -0.1699, -0.0657, -0.0462, -0.0876, 0.1857, -0.4446, 0.46, 0.4744, 0.1074, -0.1592, 0.1334, 0.3808]"
pengelompokan hasil evaluasi pembelajaran metode hafalan al quran tawazun menggunakan metode k-means,"[0.7225, -0.056, -0.0654, 0.0376, 0.0632, -0.4438, 0.7936, 0.2821, 0.2168, 0.5071, -0.1505, 0.2465, -0.2467, 0.3975, 0.3271, 0.0286, 0.3687, -0.1853, -0.2381, -0.0503, -0.2502, 0.0698, 0.0581, -0.1535, 0.459, -0.43, 0.2009, 0.2411, -0.6769, -0.5539, 0.1889, 0.1659, 0.3787, 0.5492, -0.2533, -0.3039, -0.1572, 0.2246, -0.3378, 0.0288, -0.1474, -0.0239, 0.1007, -0.3476, 0.4391, 0.4632, 0.0683, -0.2988, 0.1286, 0.3336]"
analisis engagement rate untuk optimalisasi pemasaran di instagram pada umkm online berbasis website,"[0.6594, -0.0918, -0.0402, 0.0694, 0.0532, -0.3512, 0.7965, 0.2481, 0.1885, 0.4934, -0.1573, 0.1924, -0.2505, 0.3706, 0.3741, -0.0452, 0.319, -0.1293, -0.2468, -0.0534, -0.2526, 0.0236, 0.1052, -0.2086, 0.3885, -0.3494, 0.1836, 0.2896, -0.6175, -0.5269, 0.2139, 0.1835, 0.3109, 0.5061, -0.1884, -0.3144, -0.1043, 0.1147, -0.2052, -0.0569, -0.0738, -0.0735, 0.1842, -0.4125, 0.4191, 0.4534, 0.1002, -0.2656, 0.1726, 0.3327]"
analisis sentimen pada pelayanan jaringan internet indihome dengan metode multinomial naive bayes masa pandemi covid-19,"[0.7402, -0.1172, -0.0183, 0.1196, 0.135, -0.3082, 0.8718, 0.1923, 0.1534, 0.4477, -0.1317, 0.218, -0.3108, 0.4066, 0.5329, -0.0353, 0.316, -0.1164, -0.235, -0.0818, -0.1532, 0.0616, 0.1504, -0.2778, 0.3554, -0.4018, 0.2622, 0.3726, -0.6652, -0.5075, 0.2966, 0.2332, 0.2842, 0.5588, -0.1673, -0.2458, -0.1252, 0.0661, -0.1404, -0.0903, -0.0378, -0.1907, 0.2406, -0.5269, 0.4953, 0.4614, 0.0943, -0.3288, 0.2617, 0.3859]"
diagnosis penyakit tanaman jagung dengan metode dempster shafer,"[0.6442, -0.1291, -0.0192, 0.0749, -0.046, -0.3966, 0.797, 0.3564, 0.1547, 0.6443, -0.1998, 0.2245, -0.2493, 0.41, 0.294, -0.1386, 0.3349, -0.0949, -0.3515, -0.0559, -0.4138, 0.0178, 0.1069, -0.2543, 0.403, -0.2663, 0.1354, 0.3209, -0.5598, -0.6569, 0.2256, 0.1388, 0.3319, 0.5021, -0.1907, -0.4021, -0.0899, 0.1031, -0.2008, -0.0886, -0.039, -0.0487, 0.2065, -0.4177, 0.4363, 0.5206, 0.1341, -0.1732, 0.0952, 0.3773]"
penerapan certainty factor dalam backward chaining untuk mendiagnosa penyakit ayam broiler berbasis android,"[0.6211, -0.1061, -0.0124, 0.0585, -0.0235, -0.3531, 0.7716, 0.3197, 0.1697, 0.5802, -0.1984, 0.1998, -0.24, 0.3764, 0.3212, -0.1176, 0.3273, -0.0813, -0.3319, -0.0446, -0.3526, 0.0108, 0.1115, -0.2613, 0.3829, -0.2733, 0.1495, 0.3144, -0.5361, -0.6188, 0.2137, 0.1289, 0.3333, 0.4859, -0.1842, -0.381, -0.0738, 0.0601, -0.1582, -0.0909, -0.0206, -0.0731, 0.1949, -0.4376, 0.4583, 0.5142, 0.0974, -0.1999, 0.1358, 0.3525]"
presensi guru menggunakan teknolog geofencing dan enkripsi caesar chipher berbasis android,"[0.5537, -0.0821, -0.0232, 0.0582, 0.0124, -0.2894, 0.6507, 0.2458, 0.1532, 0.4488, -0.1404, 0.1723, -0.2124, 0.3307, 0.2996, -0.0446, 0.2853, -0.091, -0.2125, -0.0392, -0.2359, 0.0217, 0.0801, -0.1925, 0.341, -0.2866, 0.1382, 0.2511, -0.5196, -0.4619, 0.1815, 0.1465, 0.2653, 0.4266, -0.1542, -0.2827, -0.0698, 0.096, -0.1794, -0.0413, -0.0583, -0.044, 0.1416, -0.3419, 0.3574, 0.3757, 0.091, -0.2004, 0.1245, 0.2735]"
pengembangan sistem presensi siswa menggunakan qr code dengan kriptografi triple berbasis android,"[0.6506, -0.1016, -0.014, 0.0744, 0.0144, -0.3385, 0.7772, 0.2841, 0.1806, 0.5396, -0.1709, 0.2177, -0.2684, 0.4139, 0.3785, -0.0427, 0.3446, -0.0935, -0.2457, -0.0411, -0.2687, 0.0429, 0.097, -0.2457, 0.4118, -0.3478, 0.1571, 0.3108, -0.6322, -0.5489, 0.2143, 0.1868, 0.3059, 0.5191, -0.1715, -0.3415, -0.058, 0.1073, -0.2082, -0.0343, -0.0594, -0.0587, 0.1619, -0.4301, 0.4415, 0.4311, 0.1201, -0.2095, 0.1479, 0.3161]"
"implementasi arsitektur microservice pada aplikasi malldesa dengan menggunakan metode choreography
internal comunication","[0.6425, -0.1003, -0.0212, 0.0766, 0.0432, -0.3203, 0.7704, 0.2293, 0.1612, 0.5013, -0.1447, 0.2031, -0.2819, 0.4169, 0.4023, -0.0458, 0.3427, -0.0852, -0.2388, -0.0631, -0.2237, 0.0452, 0.0948, -0.2375, 0.3987, -0.3649, 0.1781, 0.3038, -0.6281, -0.5014, 0.221, 0.1881, 0.2569, 0.5009, -0.1612, -0.303, -0.0644, 0.0957, -0.19, -0.0145, -0.0491, -0.0871, 0.18, -0.4448, 0.425, 0.4146, 0.1316, -0.1946, 0.1549, 0.3305]"
penerapan deep learning pada klasifikasi buah berdasarkan kualitasnya untuk meningkatkan mutu produk,"[0.6357, -0.1038, -0.0204, 0.0608, 0.0187, -0.3506, 0.7872, 0.2804, 0.1801, 0.5259, -0.1727, 0.1938, -0.2525, 0.3939, 0.3524, -0.0694, 0.3233, -0.1178, -0.2743, -0.0439, -0.2924, 0.0218, 0.1067, -0.2215, 0.3987, -0.3256, 0.1559, 0.2994, -0.5914, -0.564, 0.2158, 0.1619, 0.3235, 0.4976, -0.1803, -0.3418, -0.0806, 0.1074, -0.1949, -0.0579, -0.0483, -0.0619, 0.1839, -0.4225, 0.4161, 0.467, 0.1089, -0.2189, 0.1491, 0.3247]"
analisis asosiasi kualitas nilai rapor siswa smpn 1 jelbukmenggunakanalgoritma apriori,"[0.6382, -0.0909, -0.0184, 0.0567, 0.0308, -0.3292, 0.7753, 0.2543, 0.182, 0.489, -0.1662, 0.1976, -0.2584, 0.3904, 0.3798, -0.0403, 0.3412, -0.1032, -0.2504, -0.0395, -0.2413, 0.0357, 0.0985, -0.237, 0.4018, -0.3518, 0.1682, 0.2976, -0.6053, -0.5371, 0.2007, 0.1664, 0.3233, 0.5043, -0.1829, -0.3229, -0.0676, 0.093, -0.186, -0.0337, -0.0461, -0.0768, 0.1614, -0.4373, 0.4427, 0.4526, 0.0979, -0.2314, 0.1672, 0.32]"
"analisis sentimen pasca pertandingan sepak bola indonesia melawan argentina pada
unggahan media sosial twitter menggunakan metode multinomial naïve bayes dan gaussian naive bayes","[0.8678, -0.0993, -0.0076, 0.1998, 0.3207, -0.3254, 0.9316, 0.0752, 0.0921, 0.3358, -0.0602, 0.335, -0.4166, 0.51, 0.7838, 0.1037, 0.3569, -0.1374, -0.1881, -0.1333, 0.0433, 0.1935, 0.1332, -0.2895, 0.3541, -0.5717, 0.3807, 0.4573, -0.79, -0.4293, 0.4161, 0.2932, 0.2383, 0.6704, -0.1596, -0.0689, -0.1856, 0.105, -0.1815, -0.0444, -0.0681, -0.3442, 0.2346, -0.6246, 0.6164, 0.4134, 0.0466, -0.4159, 0.3574, 0.4549]"
lexicon-based approach pada analisis sentimen ulasan airbnb menggunakan metode vader sentiment,"[0.716, -0.1382, -0.0226, 0.0861, 0.1259, -0.2702, 0.8522, 0.1718, 0.1417, 0.409, -0.137, 0.1811, -0.3064, 0.4043, 0.5081, -0.0489, 0.299, -0.0893, -0.2368, -0.0621, -0.1236, 0.0432, 0.1904, -0.309, 0.3499, -0.4028, 0.2627, 0.3669, -0.6512, -0.4406, 0.2667, 0.2519, 0.2517, 0.5247, -0.1878, -0.235, -0.1135, 0.0278, -0.1064, -0.0711, 0.0047, -0.1908, 0.2542, -0.5289, 0.4522, 0.4485, 0.1525, -0.3073, 0.2546, 0.3804]"
analisis sentimen komentar produk skintific menggunakan metode multinomial naive bayes,"[0.7723, -0.1311, -0.0305, 0.1197, 0.1586, -0.3049, 0.9082, 0.1689, 0.1467, 0.4347, -0.1264, 0.2186, -0.3307, 0.4228, 0.5666, -0.0245, 0.3164, -0.117, -0.2307, -0.0835, -0.1273, 0.0734, 0.1734, -0.2917, 0.3644, -0.4327, 0.2888, 0.3854, -0.7084, -0.4829, 0.3006, 0.2639, 0.2664, 0.5736, -0.1766, -0.2286, -0.1334, 0.0641, -0.1417, -0.0879, -0.0357, -0.2116, 0.2586, -0.5468, 0.4984, 0.4561, 0.1249, -0.349, 0.2779, 0.3951]"
"sistem pendukung keputusan pemilihan hotel terbaik di kabupaten jember menggunakan metode moora
berbasis android","[0.647, -0.1064, -0.0295, 0.0666, -0.0239, -0.3519, 0.7677, 0.321, 0.1773, 0.5658, -0.1756, 0.1994, -0.2354, 0.3876, 0.3065, -0.0629, 0.3376, -0.1191, -0.2441, -0.0395, -0.3121, 0.0303, 0.0797, -0.2166, 0.411, -0.3141, 0.1524, 0.2815, -0.6108, -0.5861, 0.1966, 0.1629, 0.3439, 0.5023, -0.1812, -0.359, -0.0654, 0.1373, -0.2215, -0.0473, -0.0822, -0.0173, 0.148, -0.3842, 0.4249, 0.4448, 0.1059, -0.2291, 0.1241, 0.305]"
analisis sentimen kenaikan harga beras menggunakan metode multinomial naive bayes,"[0.7606, -0.1327, -0.0113, 0.1204, 0.1338, -0.323, 0.9193, 0.2239, 0.1621, 0.4598, -0.1555, 0.2122, -0.2906, 0.375, 0.5262, -0.0588, 0.29, -0.1482, -0.2745, -0.0701, -0.1906, 0.0465, 0.181, -0.2742, 0.3397, -0.3774, 0.274, 0.3881, -0.6509, -0.5564, 0.3197, 0.2257, 0.3476, 0.5778, -0.1852, -0.2726, -0.16, 0.0637, -0.1274, -0.1708, -0.0337, -0.2015, 0.2661, -0.5226, 0.5086, 0.5246, 0.0614, -0.3935, 0.2813, 0.383]"
"analisis dan evaluasi protokol keamanan jaringan nirkabel wi-fi protected access versi 3 menggunakan 
metode penetration testing","[0.6394, -0.091, -0.0243, 0.0889, 0.0307, -0.3513, 0.8154, 0.2609, 0.2243, 0.5508, -0.1633, 0.1802, -0.2478, 0.3788, 0.3693, -0.07, 0.3357, -0.1209, -0.2437, -0.0659, -0.3065, -0.0004, 0.078, -0.1947, 0.4086, -0.3284, 0.1336, 0.2965, -0.6104, -0.5768, 0.2169, 0.1671, 0.3236, 0.5133, -0.1569, -0.377, -0.046, 0.1226, -0.1927, -0.0431, -0.0693, -0.041, 0.1877, -0.4336, 0.408, 0.4511, 0.0939, -0.1919, 0.1643, 0.3305]"
sistem pakar diagnosa penyakit kulit pada kucing menggunakan metode certainty factor berbasis android,"[0.6156, -0.1143, -0.0136, 0.0897, -0.0326, -0.3629, 0.7807, 0.3215, 0.1574, 0.619, -0.1866, 0.2018, -0.2435, 0.3913, 0.3125, -0.1358, 0.3351, -0.08, -0.3199, -0.0672, -0.3865, 0.0131, 0.0891, -0.252, 0.381, -0.2629, 0.1284, 0.3118, -0.5365, -0.6261, 0.2178, 0.1351, 0.3136, 0.488, -0.1635, -0.3888, -0.0539, 0.0857, -0.1704, -0.0815, -0.0368, -0.0659, 0.1922, -0.431, 0.4446, 0.4932, 0.1145, -0.1587, 0.1184, 0.3732]"
penerapan algoritma support vector machine (svm) untuk klasifikasi sentimen vaksin booster pada social media twitter,"[0.7567, -0.1029, -0.0451, 0.0886, 0.1313, -0.3454, 0.8517, 0.1827, 0.1776, 0.4489, -0.1304, 0.2133, -0.3089, 0.4216, 0.4938, -0.0071, 0.3407, -0.1224, -0.2319, -0.084, -0.1459, 0.0661, 0.1293, -0.2469, 0.4036, -0.4414, 0.2563, 0.3357, -0.6968, -0.4836, 0.2603, 0.2255, 0.2831, 0.5617, -0.2089, -0.2499, -0.1285, 0.1045, -0.1914, -0.0255, -0.0644, -0.1463, 0.193, -0.4861, 0.4702, 0.4469, 0.1057, -0.3172, 0.2321, 0.3747]"
klasifikasi penentuan penerima program indonesia pintar menggunakan algoritma c4.5 pada siswa smk negeri 6 jember,"[0.775, -0.0874, -0.0386, 0.0891, 0.15, -0.3864, 0.8112, 0.1884, 0.1358, 0.4929, -0.105, 0.3164, -0.3845, 0.5492, 0.5314, 0.0776, 0.3888, -0.0942, -0.2018, -0.0813, -0.1135, 0.1628, 0.093, -0.2442, 0.4682, -0.5236, 0.2562, 0.3582, -0.8072, -0.4649, 0.2712, 0.2539, 0.218, 0.6092, -0.1978, -0.2236, -0.1085, 0.1795, -0.294, 0.0916, -0.1076, -0.13, 0.1434, -0.4816, 0.4866, 0.3597, 0.1728, -0.2155, 0.1645, 0.364]"
klasifikasi tingkat sosial ekonomi calon pengantin pria menggunakan algoritma naive bayes classifier,"[0.7378, -0.093, -0.0182, 0.0867, 0.128, -0.3447, 0.8326, 0.2128, 0.139, 0.4323, -0.1376, 0.2607, -0.3149, 0.4489, 0.5078, 0.0199, 0.3566, -0.1276, -0.2391, -0.0607, -0.1382, 0.1035, 0.117, -0.2613, 0.4021, -0.4468, 0.2642, 0.3531, -0.6836, -0.5033, 0.2726, 0.2078, 0.3133, 0.571, -0.2011, -0.2217, -0.1334, 0.1089, -0.2097, -0.0357, -0.0605, -0.167, 0.175, -0.4955, 0.5191, 0.4609, 0.0818, -0.3267, 0.2258, 0.372]"
penerapan algoritma k-nearest neighbor untuk klasifikasi sentimen pengguna twitter terhadap aplikasi chatgpt,"[0.7373, -0.1055, -0.0252, 0.092, 0.1458, -0.327, 0.8484, 0.1699, 0.1431, 0.4443, -0.1227, 0.2523, -0.3508, 0.4898, 0.5426, 0.0177, 0.3652, -0.097, -0.2197, -0.085, -0.1155, 0.1052, 0.124, -0.2786, 0.4232, -0.4769, 0.2631, 0.3621, -0.7269, -0.4623, 0.2675, 0.2474, 0.2415, 0.5705, -0.1877, -0.2277, -0.0933, 0.1012, -0.1961, 0.0197, -0.0517, -0.1718, 0.1896, -0.5278, 0.4905, 0.4173, 0.1524, -0.2523, 0.2246, 0.3861]"
analisis implementasi seo (search engine optimization) dalam kebutuhan promosi online pada website masteriwak.id ,"[0.6367, -0.084, -0.0316, 0.0654, 0.0571, -0.3323, 0.7478, 0.2268, 0.1758, 0.4673, -0.1418, 0.1953, -0.25, 0.377, 0.3677, -0.0228, 0.3263, -0.1144, -0.2292, -0.0603, -0.2141, 0.0396, 0.0852, -0.2016, 0.3878, -0.3611, 0.1799, 0.2774, -0.6027, -0.495, 0.2118, 0.1666, 0.2913, 0.4902, -0.1849, -0.2866, -0.0881, 0.1196, -0.2074, -0.0164, -0.0722, -0.0716, 0.1559, -0.4013, 0.4117, 0.4194, 0.0897, -0.233, 0.1627, 0.321]"
"implementasi augmented reality dalam aplikasi media interaktif edukasi untuk anak taman kanak-kanak
dengan tujuan peningkatan pemahaman kognitif","[0.632, -0.1176, -0.0212, 0.0573, -0.0095, -0.3207, 0.7995, 0.2932, 0.1871, 0.5424, -0.1888, 0.1715, -0.2406, 0.363, 0.3426, -0.1085, 0.3163, -0.0955, -0.2884, -0.0364, -0.3082, -0.0066, 0.1345, -0.258, 0.3816, -0.293, 0.16, 0.3089, -0.5786, -0.5711, 0.2033, 0.1715, 0.3205, 0.4864, -0.1772, -0.3712, -0.0772, 0.055, -0.155, -0.0977, -0.0238, -0.0653, 0.2162, -0.4418, 0.4224, 0.4899, 0.1249, -0.2332, 0.1588, 0.3336]"
"penerapan metode holt-winter exponential smoothing pada sistem peramalan hasil panen jamur tiram
di cv pondok jamur pak haji","[0.6038, -0.0834, -0.0028, 0.1311, 0.0847, -0.3811, 0.8441, 0.2261, 0.2653, 0.5295, -0.1652, 0.1737, -0.2258, 0.3688, 0.3745, -0.0521, 0.3072, -0.171, -0.218, -0.0807, -0.2981, 0.0212, 0.0407, -0.1293, 0.3929, -0.3141, 0.1192, 0.2851, -0.5519, -0.5853, 0.2228, 0.1666, 0.371, 0.5372, -0.1441, -0.3602, -0.0262, 0.1863, -0.2012, -0.0217, -0.0874, -0.0283, 0.1589, -0.4186, 0.4056, 0.433, 0.0213, -0.1653, 0.1745, 0.3325]"
perbandingan kinerja pemblokiran situs porno menggunakan layer 7 protocol dan squid proxy,"[0.6461, -0.0894, -0.0304, 0.0772, 0.0627, -0.3323, 0.7611, 0.2329, 0.1649, 0.4769, -0.138, 0.2068, -0.2618, 0.4044, 0.3832, -0.0195, 0.3256, -0.1145, -0.2175, -0.0605, -0.2187, 0.0508, 0.0848, -0.209, 0.3902, -0.3674, 0.182, 0.2921, -0.6216, -0.4908, 0.2208, 0.1838, 0.2788, 0.5002, -0.1744, -0.2794, -0.0866, 0.1317, -0.2169, -0.0155, -0.0779, -0.0766, 0.1646, -0.408, 0.4127, 0.4067, 0.1072, -0.2279, 0.1554, 0.3252]"
"analisis metode moving average dan exponential smoothing untuk meramalkan jumlah pasien di rumah
sakit islam orpeha tulungagung","[0.5755, -0.0774, 0.0121, 0.1596, 0.0907, -0.3956, 0.9183, 0.2325, 0.3379, 0.5702, -0.1896, 0.142, -0.2058, 0.3451, 0.3879, -0.0866, 0.301, -0.2037, -0.2182, -0.0943, -0.3554, -0.0156, 0.022, -0.0939, 0.3888, -0.2709, 0.0703, 0.2954, -0.5132, -0.661, 0.2347, 0.1507, 0.4307, 0.5698, -0.1158, -0.4261, 0.0213, 0.1914, -0.1715, -0.0397, -0.0791, -0.0015, 0.1758, -0.4575, 0.4193, 0.4639, -0.0143, -0.1333, 0.2047, 0.342]"
"sentimen analisis opini publik terhadap calon pns yang mundur setelah lolos dengan teknik berbasis
multinomial naive bayes","[0.8047, -0.121, -0.0155, 0.152, 0.2437, -0.2882, 0.8902, 0.0983, 0.0914, 0.3461, -0.0861, 0.2781, -0.3852, 0.493, 0.6817, 0.0503, 0.3305, -0.1089, -0.1992, -0.1016, 0.0026, 0.1466, 0.1615, -0.3136, 0.351, -0.5147, 0.3419, 0.4279, -0.7398, -0.4008, 0.3563, 0.2854, 0.2169, 0.6039, -0.1647, -0.1104, -0.1527, 0.0747, -0.1529, -0.0534, -0.0373, -0.2927, 0.2393, -0.5944, 0.5494, 0.4105, 0.1057, -0.3699, 0.3171, 0.4196]"
implementasi kubernetes untuk meningkatkan skalabilitas aplikasi malldesa dengan menggunakan horizontal pod autoscaling,"[0.6203, -0.0742, -0.0287, 0.0775, 0.0786, -0.3246, 0.7237, 0.2008, 0.1602, 0.4467, -0.1265, 0.2022, -0.2577, 0.3937, 0.3838, -0.0081, 0.321, -0.1059, -0.2105, -0.0687, -0.1875, 0.0532, 0.0759, -0.1924, 0.378, -0.3737, 0.1765, 0.2805, -0.5983, -0.4548, 0.2142, 0.1769, 0.2539, 0.4865, -0.1645, -0.258, -0.0798, 0.1284, -0.2034, 0.0064, -0.0693, -0.079, 0.1575, -0.3976, 0.4006, 0.3858, 0.1018, -0.2016, 0.1499, 0.3175]"
sistem pakar diagnosa gizi buruk terhadap balita berbasis web menggunakan metode forward chaining,"[0.6246, -0.1061, -0.0221, 0.0712, -0.0259, -0.3641, 0.7649, 0.3285, 0.1633, 0.5958, -0.1819, 0.2044, -0.2366, 0.3854, 0.3015, -0.1105, 0.3312, -0.1008, -0.3064, -0.059, -0.3657, 0.0138, 0.0924, -0.2382, 0.3897, -0.2821, 0.1412, 0.2991, -0.5547, -0.608, 0.2119, 0.14, 0.324, 0.488, -0.1831, -0.3757, -0.078, 0.1001, -0.1966, -0.0731, -0.0522, -0.05, 0.1824, -0.4051, 0.4308, 0.4902, 0.1136, -0.1892, 0.1168, 0.3598]"
"implementasi complete gini index text pada metode multinomial naive bayes untuk analisis sentimen
ulasan video game my lovely daughter","[0.7381, -0.1086, -0.0176, 0.1074, 0.1497, -0.2947, 0.8307, 0.1691, 0.1264, 0.387, -0.1185, 0.2334, -0.314, 0.4126, 0.5427, -0.002, 0.32, -0.112, -0.2313, -0.0746, -0.0911, 0.0849, 0.1453, -0.2844, 0.3459, -0.4281, 0.2839, 0.3677, -0.6535, -0.4594, 0.2999, 0.2223, 0.2729, 0.5519, -0.1783, -0.1934, -0.1465, 0.0601, -0.1485, -0.0767, -0.0343, -0.2121, 0.2206, -0.5193, 0.5096, 0.4555, 0.0774, -0.3524, 0.2675, 0.3799]"
penerapan support vector machine (svm) untuk klasifikasi sentimen e-tilang pada twitter,"[0.7107, -0.1089, -0.0265, 0.0879, 0.1002, -0.3197, 0.8038, 0.1945, 0.1499, 0.4499, -0.1356, 0.2114, -0.3032, 0.4252, 0.4733, -0.0238, 0.3325, -0.091, -0.2413, -0.0725, -0.16, 0.0642, 0.1255, -0.2597, 0.3851, -0.4066, 0.2314, 0.3405, -0.6545, -0.4724, 0.2597, 0.2097, 0.2577, 0.5343, -0.182, -0.2484, -0.1058, 0.0825, -0.1699, -0.0376, -0.0424, -0.1402, 0.1967, -0.4833, 0.458, 0.4288, 0.1119, -0.2786, 0.21, 0.3596]"
sistem pendukung keputusan pemilihan delegasi bidan berprestasi menggunakan metode electre ,"[0.6622, -0.1297, -0.0251, 0.0668, -0.0656, -0.351, 0.8166, 0.3615, 0.1696, 0.6146, -0.1969, 0.1957, -0.246, 0.4106, 0.3024, -0.0911, 0.361, -0.1235, -0.2539, -0.0346, -0.3621, 0.0209, 0.0869, -0.2476, 0.4382, -0.3118, 0.1438, 0.2948, -0.6415, -0.6397, 0.1955, 0.1729, 0.3744, 0.5133, -0.1828, -0.3987, -0.0403, 0.1299, -0.2197, -0.0708, -0.0766, -0.0083, 0.1547, -0.4171, 0.4395, 0.4734, 0.1323, -0.2297, 0.1216, 0.3125]"
